th1,th2,th3,in1,in2,in3,mi1,mi2,mi3,ri1,ri2,ri3,pi1,pi2,pi3,pnx,pny,pnz,thumb_index_tip_dist,thumb_middle_tip_dist,hand_side,th_open,in_open,mi_open,ri_open,pi_open,ti_touch,tm_touch
26.5452823638916,2.146629571914673,15.183573722839355,6.103964328765869,4.388824462890625,4.801968574523926,5.319738864898682,2.0028371810913086,3.877854585647583,1.720691204071045,2.9254703521728516,3.9710168838500977,2.5725936889648438,7.264376163482666,6.973140716552734,128.6300506591797,106.19190979003906,-471.357177734375,1.665182113647461,2.27497935295105,0.0,1,1,1,1,1,0,0
26.96507453918457,2.479224443435669,13.327609062194824,5.650898456573486,4.081441402435303,4.960468292236328,4.727095603942871,1.7475264072418213,3.9108734130859375,1.684056282043457,2.4052536487579346,3.9241912364959717,2.033365488052368,7.194339752197266,6.8953857421875,123.16796875,111.96060943603516,-471.48114013671875,1.6865147352218628,2.288332223892212,0.0,1,1,1,1,1,0,0
26.6220760345459,2.7101948261260986,13.763866424560547,6.198557376861572,4.47150993347168,4.936142444610596,5.480227470397949,1.8366169929504395,3.9723172187805176,1.8677724599838257,3.0117075443267822,4.053232192993164,3.0066604614257812,7.618692874908447,6.925465106964111,125.66891479492188,107.01908111572266,-471.9684753417969,1.6996902227401733,2.307159185409546,0.0,1,1,1,1,1,0,0
27.18377113342285,3.160551071166992,15.676562309265137,5.883488178253174,4.198653697967529,4.722606182098389,4.926000595092773,1.7553999423980713,3.9842116832733154,1.4304723739624023,2.722179651260376,3.8819406032562256,2.659677028656006,7.5885138511657715,7.119471073150635,130.45887756347656,109.19243621826172,-470.1675109863281,1.7029656171798706,2.311598062515259,0.0,1,1,1,1,1,0,0
25.67569351196289,3.2103350162506104,13.214816093444824,6.008843421936035,4.672778129577637,4.988816738128662,5.027201175689697,1.708366870880127,3.944096326828003,1.0360504388809204,2.9094228744506836,3.845109701156616,2.788550853729248,7.778449535369873,6.78489351272583,133.1981201171875,110.07068634033203,-469.19366455078125,1.708503246307373,2.3210015296936035,0.0,1,1,1,1,1,0,0
26.933425903320312,2.471808671951294,14.792098999023438,5.784841060638428,4.4026641845703125,4.873828411102295,5.097381114959717,1.7599246501922607,3.845595598220825,1.4933782815933228,2.5094869136810303,3.936464548110962,2.04754638671875,7.218320369720459,6.984954357147217,125.0892333984375,112.9132308959961,-470.7475891113281,1.6972534656524658,2.3011767864227295,0.0,1,1,1,1,1,0,0
26.139856338500977,2.4046881198883057,14.44696044921875,5.858304500579834,4.540978908538818,4.908248424530029,5.1293792724609375,1.7160676717758179,3.9374327659606934,1.2011076211929321,3.507294178009033,3.8495373725891113,2.8541059494018555,7.7557597160339355,7.067028045654297,129.6155548095703,111.0041732788086,-469.9764709472656,1.6997319459915161,2.3137149810791016,0.0,1,1,1,1,1,0,0
26.59465217590332,2.07067608833313,14.505399703979492,5.616706371307373,3.97674822807312,5.002904891967773,4.784268856048584,1.851632833480835,3.8585376739501953,0.7883279323577881,2.8702468872070312,3.714939832687378,2.08349609375,7.572750091552734,6.867563247680664,125.41516876220703,114.59014129638672,-470.2554016113281,1.6953362226486206,2.3093619346618652,0.0,1,1,1,1,1,0,0
26.933469772338867,2.9974136352539062,14.788555145263672,5.853873252868652,4.432885646820068,4.817741870880127,5.371415138244629,1.7565209865570068,3.8812029361724854,1.1020207405090332,2.7343664169311523,3.7909231185913086,3.1942124366760254,7.452837944030762,6.685431003570557,127.4874267578125,110.61798095703125,-470.6491394042969,1.7198635339736938,2.334702491760254,0.0,1,1,1,1,1,0,0
25.90262794494629,2.275301456451416,14.521224975585938,5.6927690505981445,4.340299129486084,5.147816181182861,4.906637191772461,1.938786506652832,3.9082143306732178,0.941226601600647,3.0060672760009766,3.8072590827941895,1.7208400964736938,7.08634614944458,6.544689655303955,132.2501220703125,113.7947769165039,-468.572998046875,1.6942471265792847,2.306532144546509,0.0,1,1,1,1,1,0,0
26.89689826965332,3.2645351886749268,14.233043670654297,5.634903430938721,4.432187557220459,4.939847946166992,4.892800807952881,1.7607141733169556,3.7383196353912354,1.2907509803771973,3.0051207542419434,3.7106120586395264,1.9739798307418823,7.263376712799072,6.711801528930664,123.67185974121094,111.66380310058594,-471.41961669921875,1.699377179145813,2.314272403717041,0.0,1,1,1,1,1,0,0
26.52461814880371,3.8313281536102295,15.314807891845703,6.062467575073242,3.9164559841156006,4.810948848724365,4.75905704498291,1.5898736715316772,3.7727222442626953,1.3801127672195435,2.827233076095581,3.816880702972412,1.4267545938491821,7.467149257659912,6.530728340148926,134.10855102539062,110.43751525878906,-468.8479919433594,1.6964582204818726,2.302199125289917,0.0,1,1,1,1,1,0,0
26.482200622558594,3.1603944301605225,14.64648723602295,5.551362991333008,4.026805877685547,4.981302738189697,4.973612308502197,1.5696606636047363,3.8507487773895264,1.208208680152893,2.922290802001953,3.885511875152588,1.4602020978927612,7.3234171867370605,6.727024078369141,128.159912109375,115.48189544677734,-469.2962341308594,1.7090901136398315,2.3216543197631836,0.0,1,1,1,1,1,0,0
25.192094802856445,3.668901205062866,13.781387329101562,5.905111312866211,4.3356614112854,5.038460731506348,4.877094745635986,1.8448280096054077,3.8395211696624756,1.1162959337234497,3.229517936706543,3.7774510383605957,2.3783483505249023,7.791813373565674,6.723396301269531,132.3416748046875,108.75454711914062,-469.74261474609375,1.7183023691177368,2.326892852783203,0.0,1,1,1,1,1,0,0
25.896543502807617,3.9621095657348633,14.622736930847168,5.913570880889893,4.352395057678223,4.990189552307129,5.207796573638916,1.7001971006393433,3.963918685913086,1.0956584215164185,2.7952351570129395,3.8414158821105957,3.0793328285217285,7.840075492858887,6.8878912925720215,133.29933166503906,109.93672180175781,-469.19635009765625,1.737700343132019,2.3462061882019043,0.0,1,1,1,1,1,0,0
