th1,th2,th3,in1,in2,in3,mi1,mi2,mi3,ri1,ri2,ri3,pi1,pi2,pi3,pnx,pny,pnz,hand_side,th_open,in_open,mi_open,ri_open,pi_open,ti_touch,tm_touch
23.51639175415039,3.2662360668182373,14.565345764160156,8.484736442565918,4.835709571838379,3.8369479179382324,4.443912506103516,5.798969268798828,2.9468421936035156,3.644012689590454,4.340919494628906,4.6431684494018555,8.00634479522705,3.7553904056549072,6.237075328826904,71.87651824951172,122.93386840820312,-479.2922058105469,0.0,1,1,1,1,1,0,0
22.78995132446289,3.1591780185699463,14.036020278930664,8.599967956542969,4.677933692932129,4.078634738922119,4.648102283477783,5.684909343719482,3.2406110763549805,3.5269343852996826,3.883808135986328,4.552654266357422,7.564168930053711,3.73681902885437,6.314762115478516,76.7649917602539,124.53778839111328,-478.1186828613281,0.0,1,1,1,1,1,0,0
22.547630310058594,3.123185873031616,13.86014461517334,8.634034156799316,4.897457122802734,4.19403076171875,4.900270462036133,5.62005090713501,3.1926565170288086,3.7468903064727783,3.6123950481414795,4.384884357452393,7.9003520011901855,3.637908458709717,6.163409233093262,73.16633605957031,122.23381805419922,-479.2760925292969,0.0,1,1,1,1,1,0,0
22.50544548034668,3.108319044113159,14.551600456237793,8.613882064819336,4.652641773223877,4.1316819190979,4.94542121887207,5.471247673034668,3.086353063583374,3.6944942474365234,3.510390043258667,4.466105937957764,7.5972580909729,3.826490879058838,6.242053508758545,67.34230041503906,124.52948760986328,-479.53875732421875,0.0,1,1,1,1,1,0,0
22.67694091796875,3.142991065979004,13.877053260803223,8.7074556350708,4.928895473480225,4.305724620819092,5.132816314697266,5.336911678314209,3.3188869953155518,4.015269756317139,3.714907169342041,4.393125057220459,7.648839950561523,3.659489870071411,6.176473617553711,75.80744171142578,126.59540557861328,-477.7309265136719,0.0,1,1,1,1,1,0,0
22.512929916381836,3.566237211227417,13.999539375305176,8.848051071166992,4.781551361083984,4.288289546966553,5.15394401550293,5.110271453857422,3.3161349296569824,3.9620747566223145,3.3236191272735596,4.4784040451049805,7.529036521911621,4.010875225067139,6.246295928955078,71.15972900390625,126.84246063232422,-478.3798522949219,0.0,1,1,1,1,1,0,0
23.19326400756836,3.400115728378296,13.197066307067871,8.836974143981934,4.911981105804443,4.468596935272217,5.088714599609375,5.143693447113037,3.3562493324279785,4.078557968139648,4.0342793464660645,4.486324310302734,7.60194730758667,4.000777244567871,6.26357364654541,74.21173095703125,126.81800842285156,-477.9223937988281,0.0,1,1,1,1,1,0,0
22.5283260345459,3.232581377029419,13.555859565734863,8.454854965209961,4.995349407196045,4.491247653961182,4.767539024353027,5.0933308601379395,3.3023488521575928,3.8986754417419434,3.4950788021087646,4.331891059875488,7.3653082847595215,4.128168106079102,6.230218410491943,71.24594116210938,123.06104278564453,-479.3537292480469,0.0,1,1,1,1,1,0,0
21.78457260131836,3.7238147258758545,13.099915504455566,8.61147403717041,4.9908552169799805,4.349777698516846,5.144052028656006,5.391207218170166,3.3798458576202393,4.712393760681152,3.4519619941711426,4.47147798538208,7.983249187469482,4.093033790588379,6.299599647521973,75.2981948852539,120.83697509765625,-479.30010986328125,0.0,1,1,1,1,1,0,0
20.70159912109375,3.8555567264556885,9.78272819519043,8.52437686920166,5.283626556396484,4.409980297088623,5.417219161987305,5.533080101013184,3.3561716079711914,5.541050434112549,3.6082921028137207,4.641002178192139,8.691221237182617,4.088171005249023,6.587729454040527,75.10496520996094,121.6070556640625,-479.1356506347656,0.0,1,1,1,1,1,0,0
